vin,county,city,postal_code,model_year,make,model,electric_vehicle_type,electric_range,electric_utility,2020_census_tract,longitude,latitude
WBA8E1C58J,King,Auburn,98092,2018,BMW,330E,PHEV,14,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033031208,-122.1821,47.3199
1FTVW1BK6R,Thurston,Tumwater,98501,2024,FORD,F-150,BEV,0,PUGET SOUND ENERGY INC,53067010801,-122.89166,47.03956
KNDCD3LD5K,King,Kirkland,98033,2019,KIA,NIRO,PHEV,26,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022006,-122.2066,47.67887
YV4H600A5P,Kitsap,Bainbridge Island,98110,2023,VOLVO,XC90,PHEV,32,PUGET SOUND ENERGY INC,53035090700,-122.521,47.62728
3FMTK4SX2R,King,Bellevue,98007,2024,FORD,MUSTANG MACH-E,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023201,-122.12056,47.61334
JA4T5VA92R,King,Seatac,98168,2024,MITSUBISHI,OUTLANDER,PHEV,38,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027300,-122.3317,47.50314
WP1AA2XA7S,King,Seattle,98119,2025,PORSCHE,MACAN,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005901,-122.3684,47.64586
JTMEB3FV6N,Clark,Vancouver,98662,2022,TOYOTA,RAV4 PRIME,PHEV,42,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040709,-122.57722,45.64251
WMZ53GA0XS,King,Seattle,98177,2025,MINI,COUNTRYMAN,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402,-122.36498,47.72238
SADHD2S1XN,King,Bellevue,98004,2022,JAGUAR,I-PACE,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023901,-122.1872,47.61001
5YJXCAE26J,Yakima,Yakima,98908,2018,TESLA,MODEL X,BEV,238,PACIFICORP,53077001100,-120.60272,46.59656
JN1DF0CD2P,King,Bellevue,98005,2023,NISSAN,ARIYA,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022805,-122.1621,47.64441
JTDKN3DP5C,Thurston,Lacey,98503,2012,TOYOTA,PRIUS PLUG-IN,PHEV,6,PUGET SOUND ENERGY INC,53067011200,-122.82324,47.04437
W1KCG5FBXP,King,Seattle,98125,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000900,-122.30253,47.72656
KNDCC3LG6L,King,Seattle,98125,2020,KIA,NIRO,BEV,239,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001100,-122.30253,47.72656
LYVH60DL0N,King,Redmond,98052,2022,VOLVO,XC60,PHEV,32,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032321,-122.13158,47.67858
7YAKNDDC1S,Yakima,Yakima,98908,2025,HYUNDAI,IONIQ 5,BEV,0,PACIFICORP,53077002900,-120.60272,46.59656
3FMTK3SS3P,King,Sammamish,98075,2023,FORD,MUSTANG MACH-E,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032224,-122.03539,47.61344
1V2DNPE85P,King,Sammamish,98075,2023,VOLKSWAGEN,ID.4,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032224,-122.03539,47.61344
5YJXCAE42L,Thurston,Yelm,98597,2020,TESLA,MODEL X,BEV,289,PUGET SOUND ENERGY INC,53067012412,-122.60735,46.94239
KNDJP3AE4G,Clark,Vancouver,98685,2016,KIA,SOUL,BEV,93,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040907,-122.70303,45.70954
WBY83EH0XR,King,Bellevue,98004,2024,BMW,I7,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033024002,-122.1872,47.61001
1G6RM1E45G,King,Kirkland,98034,2016,CADILLAC,ELR,PHEV,36,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022005,-122.22901,47.72201
5LMYJ8XY0L,King,Pacific,98047,2020,LINCOLN,AVIATOR,PHEV,21,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033030902,-122.24692,47.26465
KM8K53AG5M,Cowlitz,Longview,98632,2021,HYUNDAI,KONA ELECTRIC,BEV,0,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF COWLITZ COUNTY",53015000400,-122.95058,46.14681
1G1RA6E40E,King,Bellevue,98005,2014,CHEVROLET,VOLT,PHEV,38,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023603,-122.1621,47.64441
YV4H60DM6P,King,Kirkland,98033,2023,VOLVO,XC60,PHEV,35,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022702,-122.2066,47.67887
5YJSA1CGXD,Kitsap,Poulsbo,98370,2013,TESLA,MODEL S,BEV,208,PUGET SOUND ENERGY INC,53035091100,-122.64681,47.73689
WA1VABGE9K,King,Lake Forest Park,98155,2019,AUDI,E-TRON,BEV,204,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021400,-122.3175,47.75781
WAUDJBFWXP,King,Bellevue,98004,2023,AUDI,E-TRON GT,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023901,-122.1872,47.61001
7JRBR0FL5K,Clark,Vancouver,98665,2019,VOLVO,S60,PHEV,22,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011041010,-122.64443,45.67871
YV4ED3UB9N,King,Seattle,98125,2022,VOLVO,XC40,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001000,-122.30253,47.72656
3FMTK3SS7M,Kitsap,Port Orchard,98367,2021,FORD,MUSTANG MACH-E,BEV,0,PUGET SOUND ENERGY INC,53035092902,-122.68516,47.50645
3FMTK1R44R,King,Seattle,98125,2024,FORD,MUSTANG MACH-E,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002200,-122.30253,47.72656
1G1RA6S53J,King,Seattle,98107,2018,CHEVROLET,VOLT,PHEV,53,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003400,-122.38591,47.67597
WBY1Z4C58G,Clark,Vancouver,98686,2016,BMW,I3,PHEV,72,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040811,-122.62731,45.71668
5YJSA1E6XN,King,Bothell,98011,2022,TESLA,MODEL S,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022001,-122.20563,47.76144
5YJSA1E62R,King,Auburn,98002,2024,TESLA,MODEL S,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033030504,-122.22285,47.30507
3FMTK1SS7P,King,Bellevue,98004,2023,FORD,MUSTANG MACH-E,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033024001,-122.1872,47.61001
1GYKPTRL1R,King,Renton,98056,2024,CADILLAC,LYRIQ,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033025304,-122.1805,47.50006
W1KEG2CB1P,King,Bellevue,98004,2023,MERCEDES-BENZ,EQE-CLASS SEDAN,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023901,-122.1872,47.61001
JTMCB3FV2P,King,Kirkland,98034,2023,TOYOTA,RAV4 PRIME,PHEV,42,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022003,-122.22901,47.72201
WVGGNPE26N,King,Newcastle,98056,2022,VOLKSWAGEN,ID.4,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033024703,-122.1805,47.50006
JTMCB3FV3M,King,Seattle,98125,2021,TOYOTA,RAV4 PRIME,PHEV,42,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001100,-122.30253,47.72656
5YJSA1CN5C,King,Newcastle,98056,2012,TESLA,MODEL S,BEV,265,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033024703,-122.1805,47.50006
1FADP5CU3G,King,Kent,98030,2016,FORD,C-MAX,PHEV,19,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033029603,-122.19975,47.37483
7G2CEHEEXR,King,Seattle,98125,2024,TESLA,CYBERTRUCK,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000601,-122.30253,47.72656
JTDKAMFPXN,King,Redmond,98052,2022,TOYOTA,PRIUS PRIME,PHEV,25,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032321,-122.13158,47.67858
JN1DF0CD3R,King,Seattle,98144,2024,NISSAN,ARIYA,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500,-122.30866,47.57874
YV4BR0CL3K,King,Shoreline,98177,2019,VOLVO,XC90,PHEV,17,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020800,-122.36498,47.72238
JTMAB3FV8M,Clark,Vancouver,98661,2021,TOYOTA,RAV4 PRIME,PHEV,42,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011042800,-122.62934,45.63201
1FTBW1XK0N,King,Tukwila,98168,2022,FORD,TRANSIT,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027200,-122.3317,47.50314
3FMTK4SX6M,King,Seattle,98104,2021,FORD,MUSTANG MACH-E,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008401,-122.32945,47.60357
KM8K33AG5M,King,Kent,98031,2021,HYUNDAI,KONA ELECTRIC,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033029305,-122.17743,47.41185
KM8K33AG6M,Kitsap,Port Orchard,98367,2021,HYUNDAI,KONA ELECTRIC,BEV,0,PUGET SOUND ENERGY INC,53035092901,-122.68516,47.50645
WP1BN2AY1R,King,Bellevue,98004,2024,PORSCHE,CAYENNE,PHEV,55,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023902,-122.1872,47.61001
JTMAAAAAXR,King,Seattle,98125,2024,TOYOTA,BZ4X,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000202,-122.30253,47.72656
JN1DF0CD6P,King,Redmond,98052,2023,NISSAN,ARIYA,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022902,-122.13158,47.67858
5YJXCBE26H,Clark,Vancouver,98686,2017,TESLA,MODEL X,BEV,200,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040803,-122.62731,45.71668
JTMFB3FV7M,King,Sammamish,98074,2021,TOYOTA,RAV4 PRIME,PHEV,42,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032318,-122.02054,47.60326
WBA33AG05N,King,Beaux Arts,98004,2022,BMW,530E,PHEV,18,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023901,-122.1872,47.61001
WAUUPBFF5H,King,Bellevue,98005,2017,AUDI,A3,PHEV,16,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023601,-122.1621,47.64441
WP1AE2A27G,Clark,Vancouver,98683,2016,PORSCHE,CAYENNE,PHEV,14,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011041309,-122.49212,45.60365
3FMTK3SU4P,Clark,Vancouver,98682,2023,FORD,MUSTANG MACH-E,BEV,0,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040714,-122.55149,45.69345
1FT6W5L70R,King,Burien,98166,2024,FORD,F-150,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027600,-122.34102,47.46593
KM8HB3A71R,King,Redmond,98052,2024,HYUNDAI,KONA ELECTRIC,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032323,-122.13158,47.67858
5YJ3E1EC3N,Kitsap,Bainbridge Island,98110,2022,TESLA,MODEL 3,BEV,0,PUGET SOUND ENERGY INC,53035090700,-122.521,47.62728
WA1F2AFYXN,King,Seattle,98177,2022,AUDI,Q5,PHEV,23,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400,-122.36498,47.72238
5YJXCAE25L,King,Redmond,98052,2020,TESLA,MODEL X,BEV,293,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032321,-122.13158,47.67858
1C4JJXP62N,Snohomish,Lake Stevens,98258,2022,JEEP,WRANGLER,PHEV,21,PUGET SOUND ENERGY INC,53061052607,-122.06402,48.01497
YV4ED3GB0N,King,Shoreline,98133,2022,VOLVO,C40,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021000,-122.35029,47.71871
3MW39FS09R,King,Bellevue,98004,2024,BMW,330E,PHEV,20,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033024002,-122.1872,47.61001
1FADP3R41E,Clark,Battle Ground,98604,2014,FORD,FOCUS,BEV,76,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040407,-122.5331,45.78092
1N4AZ1BP4L,King,Burien,98166,2020,NISSAN,LEAF,BEV,149,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033027901,-122.34102,47.46593
5XYAFFS57S,King,Seattle,98125,2025,KIA,EV9,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000202,-122.30253,47.72656
1N4BZ1DP6L,Cowlitz,Kalama,98625,2020,NISSAN,LEAF,BEV,215,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF COWLITZ COUNTY",53015001601,-122.84226,46.00813
YV4BR0CK7M,King,Seattle,98102,2021,VOLVO,XC90,PHEV,18,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006500,-122.32427,47.63433
3FMTK1RMXM,King,Sammamish,98075,2021,FORD,MUSTANG MACH-E,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032224,-122.03539,47.61344
1V2VMPE81P,Clark,Vancouver,98683,2023,VOLKSWAGEN,ID.4,BEV,0,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011041329,-122.49212,45.60365
1G1RH6E46D,King,Issaquah,98027,2013,CHEVROLET,VOLT,PHEV,38,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032104,-122.03439,47.5301
1FTVW3L7XR,Kitsap,Bainbridge Island,98110,2024,FORD,F-150,BEV,0,PUGET SOUND ENERGY INC,53035090800,-122.521,47.62728
7PDSGABA8R,King,Bothell,98011,2024,RIVIAN,R1S,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022102,-122.20563,47.76144
KMHC75LH5H,King,Seattle,98112,2017,HYUNDAI,IONIQ,BEV,124,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007700,-122.30207,47.64085
KMHM34AC9P,King,Seattle,98102,2023,HYUNDAI,IONIQ 6,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006600,-122.32427,47.63433
7SAXCBE51P,Clark,Vancouver,98685,2023,TESLA,MODEL X,BEV,0,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040907,-122.70303,45.70954
YV4H60LE7R,Snohomish,Bothell,98012,2024,VOLVO,XC90,PHEV,32,PUGET SOUND ENERGY INC,53061052107,-122.21061,47.83448
5YJSA1AC1D,King,Kirkland,98034,2013,TESLA,MODEL S,BEV,208,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033021904,-122.22901,47.72201
WBY83FB05R,King,Shoreline,98177,2024,BMW,I4,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020800,-122.36498,47.72238
YV4H60RC5S,King,Seattle,98109,2025,VOLVO,XC60,PHEV,35,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007303,-122.35022,47.63824
WBY43FK09R,King,Seattle,98125,2024,BMW,I5,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033000900,-122.30253,47.72656
WBY1Z2C56E,Kitsap,Kingston,98346,2014,BMW,I3,BEV,81,PUGET SOUND ENERGY INC,53035090102,-122.4977,47.79802
1C4RJYE68N,King,Seattle,98115,2022,JEEP,GRAND CHEROKEE,PHEV,25,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002000,-122.31676,47.68156
7FCTGBAA1R,King,Redmond,98052,2024,RIVIAN,R1T,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022803,-122.13158,47.67858
1C4RJXR60R,King,Kent,98030,2024,JEEP,WRANGLER,PHEV,21,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033029203,-122.19975,47.37483
5YJXCAE28L,King,Bellevue,98006,2020,TESLA,MODEL X,BEV,293,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023902,-122.12096,47.55584
JTJKKCFZ5R,King,Burien,98146,2024,LEXUS,NX,PHEV,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700,-122.36178,47.49408
WB533CF0XP,King,Bothell,98011,2023,BMW,IX,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033021804,-122.20563,47.76144
3FA6P0SU4F,King,Federal Way,98023,2015,FORD,FUSION,PHEV,19,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033030101,-122.36321,47.3084
KNDCC3LG2M,Kitsap,Bremerton,98312,2021,KIA,NIRO,BEV,0,PUGET SOUND ENERGY INC,53035080600,-122.6563,47.56739
KNDCE3LG5K,King,Seattle,98133,2019,KIA,NIRO,BEV,239,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000602,-122.35029,47.71871
ZACPDFDW7R,Thurston,Olympia,98513,2024,DODGE,HORNET,PHEV,32,PUGET SOUND ENERGY INC,53067012331,-122.81754,46.98876
2C4RC1S72R,Clark,Vancouver,98665,2024,CHRYSLER,PACIFICA,PHEV,32,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011041008,-122.64443,45.67871
WBY1Z6C35H,King,Seattle,98125,2017,BMW,I3,BEV,81,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800,-122.30253,47.72656
KM8JBDA29N,King,Seattle,98125,2022,HYUNDAI,TUCSON,PHEV,33,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102,-122.30253,47.72656
3GN7DLRP3S,Kitsap,Bainbridge Island,98110,2025,CHEVROLET,EQUINOX EV,BEV,0,PUGET SOUND ENERGY INC,53035090700,-122.521,47.62728
WP0BB2Y12P,King,Bellevue,98008,2023,PORSCHE,TAYCAN,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023100,-122.11867,47.63131
5YJSA1E63M,King,Kirkland,98033,2021,TESLA,MODEL S,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022402,-122.2066,47.67887
YV4BR0CL7K,King,Bellevue,98006,2019,VOLVO,XC90,PHEV,17,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033024901,-122.12096,47.55584
5YJSA1CG8D,King,Seattle,98177,2013,TESLA,MODEL S,BEV,208,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600,-122.36498,47.72238
5YJXCBE45H,King,Kirkland,98033,2017,TESLA,MODEL X,BEV,200,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022502,-122.2066,47.67887
WBY1Z4C55G,King,Newcastle,98056,2016,BMW,I3,PHEV,72,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033025001,-122.1805,47.50006
7SAXCBE64N,Clark,Vancouver,98682,2022,TESLA,MODEL X,BEV,0,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040714,-122.55149,45.69345
1G1RB6S5XH,King,Bellevue,98006,2017,CHEVROLET,VOLT,PHEV,53,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033024905,-122.12096,47.55584
WVWKR7AU4K,King,Seattle,98178,2019,VOLKSWAGEN,E-GOLF,BEV,125,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011902,-122.23825,47.49461
KM8KN4DE5R,King,Seattle,98109,2024,HYUNDAI,IONIQ 5,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007002,-122.35022,47.63824
1C4RJYB65N,King,Tukwila,98188,2022,JEEP,GRAND CHEROKEE,PHEV,25,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033026200,-122.29179,47.43473
5UXKT0C33H,Stevens,Colville,99114,2017,BMW,X5,PHEV,14,AVISTA CORP,53065950500,-117.90454,48.54657
7PDSGABLXP,King,Seattle,98102,2023,RIVIAN,R1S,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006100,-122.32427,47.63433
JN1BF0AA7P,King,Seattle,98122,2023,NISSAN,ARIYA,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800,-122.31009,47.60803
KNDCS3LF1R,King,Federal Way,98023,2024,KIA,NIRO,PHEV,33,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033030308,-122.36321,47.3084
JTDKAMFP8M,King,Kirkland,98033,2021,TOYOTA,PRIUS PRIME,PHEV,25,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022501,-122.2066,47.67887
3FMTK4SX4P,King,Kirkland,98034,2023,FORD,MUSTANG MACH-E,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022205,-122.22901,47.72201
2C4RC1N78N,Kitsap,Silverdale,98383,2022,CHRYSLER,PACIFICA,PHEV,32,PUGET SOUND ENERGY INC,53035090400,-122.69275,47.65171
KNDAA5S24R,King,Seattle,98112,2024,KIA,EV9,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300,-122.30207,47.64085
JTMEB3FV9N,King,Auburn,98092,2022,TOYOTA,RAV4 PRIME,PHEV,42,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033031206,-122.1821,47.3199
1N4AZ1CP2L,King,Renton,98056,2020,NISSAN,LEAF,BEV,149,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033025304,-122.1805,47.50006
KM8K33AG1P,King,Seattle,98125,2023,HYUNDAI,KONA ELECTRIC,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000900,-122.30253,47.72656
5LMYJ8XY0P,King,Kent,98030,2023,LINCOLN,AVIATOR,PHEV,21,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033029507,-122.19975,47.37483
1FTBW9CK4P,King,Kirkland,98034,2023,FORD,TRANSIT,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022005,-122.22901,47.72201
5YJSA1E46G,King,Kirkland,98033,2016,TESLA,MODEL S,BEV,210,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022401,-122.2066,47.67887
5YJXCDE21G,Clark,Battle Ground,98604,2016,TESLA,MODEL X,BEV,200,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040408,-122.5331,45.78092
WBY33AW09P,King,Federal Way,98023,2023,BMW,I4,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033030101,-122.36321,47.3084
1GYKPTRK0R,King,Auburn,98092,2024,CADILLAC,LYRIQ,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033029602,-122.1821,47.3199
55SWF4HBXG,King,Kent,98042,2016,MERCEDES-BENZ,C-CLASS,PHEV,11,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033031708,-122.09124,47.33778
JN1AF0BA6R,King,Renton,98055,2024,NISSAN,ARIYA,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033029308,-122.197,47.43876
KMHE54L28G,King,Covington,98042,2016,HYUNDAI,SONATA,PHEV,27,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033031709,-122.09124,47.33778
3FA6P0SU6K,King,Federal Way,98003,2019,FORD,FUSION,PHEV,26,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033030314,-122.3303,47.30151
YV4BR0PL1J,King,Seattle,98125,2018,VOLVO,XC90,PHEV,19,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001000,-122.30253,47.72656
YV4BR0DK3K,King,Seattle,98112,2019,VOLVO,XC60,PHEV,17,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800,-122.30207,47.64085
3FMTK2SU6N,King,Redmond,98052,2022,FORD,MUSTANG MACH-E,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022605,-122.13158,47.67858
KNDJX3AE9H,King,Seattle,98125,2017,KIA,SOUL EV,BEV,93,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800,-122.30253,47.72656
5YJXCDE20L,King,Bellevue,98006,2020,TESLA,MODEL X,BEV,289,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033024905,-122.12096,47.55584
YV4ED3GL9P,King,Kent,98030,2023,VOLVO,C40,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033029508,-122.19975,47.37483
1FADP3R4XE,King,Kirkland,98033,2014,FORD,FOCUS,BEV,76,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022603,-122.2066,47.67887
3FA6P0PU7H,King,Shoreline,98155,2017,FORD,FUSION,PHEV,21,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020401,-122.3175,47.75781
5YJXCDE22J,King,Sammamish,98074,2018,TESLA,MODEL X,BEV,238,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032217,-122.02054,47.60326
3C3CFFGE3H,King,Seattle,98144,2017,FIAT,500,BEV,84,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008900,-122.30866,47.57874
3FA6P0SU9G,Kitsap,Port Orchard,98367,2016,FORD,FUSION,PHEV,19,PUGET SOUND ENERGY INC,53035092902,-122.68516,47.50645
YV4BR0DK2M,King,Bellevue,98006,2021,VOLVO,XC60,PHEV,18,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033024904,-122.12096,47.55584
JM3KKBHA1R,King,Bellevue,98004,2024,MAZDA,CX-90,PHEV,26,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023805,-122.1872,47.61001
3FA6P0SU8K,Thurston,Olympia,98516,2019,FORD,FUSION,PHEV,26,PUGET SOUND ENERGY INC,53067012330,-122.75103,47.08149
YV4BR0CL6K,King,Seattle,98125,2019,VOLVO,XC90,PHEV,17,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002200,-122.30253,47.72656
